Date,Open,High,Low,Close,Adj Close,Volume,SMA_30,SMA_100
8/25/2017,91.87999725,92.48000336,91.80000305,91.88999939,79.02934265,11794600,91.98333282466666,
8/28/2017,92.16000366,92.19000244,91.12999725,91.59999847,78.77991486,7292900,91.99033279400001,
8/29/2017,90.44999695,91.30999756,90.30999756,91.09999847,78.34989166,10886100,91.99133275333332,
8/30/2017,91.25,91.87999725,91.19000244,91.30999756,78.53049469,9165300,91.99499944033333,
8/31/2017,91.80999756,91.84999847,90.80000305,90.88999939,78.16928101,13217400,91.98466618833335,
9/1/2017,91.25,92.36000061,90.94999695,91.69999695,78.86591339,9815800,92.01166610699998,
9/5/2017,91.01999664,91.11000061,89.01999664,89.51000214,76.98242188,16897300,91.95266621900001,
9/6/2017,90.0,90.51999664,89.63999939,90.11000061,77.4984436,11845700,91.862999471,
9/7/2017,90.11000061,90.12999725,88.08000183,88.52999878,76.1395874,14592300,91.74966608666666,
9/8/2017,88.30999756,89.41999817,88.23999786,88.41999817,76.04497528,14242200,91.64533259066667,
9/11/2017,89.38999939,90.25,88.94999695,89.79000092,77.22323608,13219000,91.59566599533332,
9/12/2017,90.16999817,91.25,90.09999847,90.88999939,78.16928101,14003800,91.56533254000001,
9/13/2017,90.61000061,91.5,90.31999969,91.15000153,78.39289856,12485400,91.502665965,
9/14/2017,91.19999695,91.52999878,90.73999786,90.97000122,78.23807526,10562800,91.43133265200001,
9/15/2017,91.08000183,91.70999908,90.76000214,91.62000275,78.7971344,18171800,91.40199941033333,
9/18/2017,91.93000031,93.13999939,91.84999847,92.91999817,79.91516113,11318700,91.37733256066666,
9/19/2017,92.70999908,94.36000061,92.51999664,93.94000244,80.79242706,12626100,91.37466608733332,
9/20/2017,94.09999847,95.29000092,93.70999908,94.59999847,81.36004639,15311600,91.40533269266666,
9/21/2017,94.45999908,95.37000275,94.19000244,95.02999878,81.72987366,10851500,91.45533269266667,
9/22/2017,94.69999695,94.98000336,94.43000031,94.83000183,81.5578537,8358300,91.54333267233332,
9/25/2017,94.51000214,94.87999725,93.44999695,94.12000275,80.94722748,10463400,91.63333282500001,
9/26/2017,93.77999878,94.02999878,93.33999634,93.69999695,80.58598328,9358100,91.673666128,
9/27/2017,94.97000122,95.72000122,94.58000183,95.18000031,81.85887146,15090200,91.755332693,
9/28/2017,95.58999634,95.87999725,94.91000366,95.37999725,82.03086853,10270400,91.86499939,
9/29/2017,95.30000305,95.51999664,95.01999664,95.51000214,82.14268494,11438400,92.02699941033333,
10/2/2017,95.76999664,96.87999725,95.45999908,96.83999634,83.28652954,13797200,92.230332693,
10/3/2017,96.83000183,97.43000031,96.76999664,97.34999847,83.72515869,9633500,92.45433273366667,
10/4/2017,97.30000305,97.44000244,96.27999878,96.36000061,82.87372589,12166600,92.61433283533333,
10/5/2017,96.0,97.40000153,95.55000305,97.08999634,83.98964691,14236200,92.794999441,
10/6/2017,97.55000305,97.63999939,96.47000122,96.91999817,83.84259796,10231900,92.97499949200001,
10/9/2017,96.95999908,97.06999969,96.13999939,96.41000366,83.40140533,7765100,93.125666301,
10/10/2017,96.45999908,97.18000031,96.23999786,97.12999725,84.02424622,10631500,93.30999959366666,
10/11/2017,96.83000183,97.01000214,96.13999939,96.83999634,83.77337646,14283600,93.501332856,
10/12/2017,97.30000305,97.5,95.62000275,95.98999786,83.03807068,18251600,93.65733286599999,
10/13/2017,95.48000336,96.70999908,94.95999908,95.86000061,82.9256134,13190600,93.82299957333333,
10/16/2017,96.33999634,97.94999695,96.33999634,97.83999634,84.63845825,12434000,94.02766621966667,
10/17/2017,98.06999969,98.18000031,97.31999969,97.62000275,84.44813538,10335700,94.29799957333333,
10/18/2017,98.15000153,98.55000305,97.62999725,97.98999786,84.76821899,10158600,94.56066614833331,
10/19/2017,97.19000244,98.19999695,97.08999634,98.11000061,84.87203979,9133900,94.87999954266665,
10/20/2017,99.27999878,99.88999939,98.73000336,99.51000214,86.08312988,15326600,95.24966634166667,
10/23/2017,99.51000214,99.98999786,99.23999786,99.33999634,85.93606567,9238600,95.56799952233334,
10/24/2017,99.87999725,101.1900024,99.76000214,100.9199982,87.3028717,13000800,95.90233281599998,
10/25/2017,101.25,101.4499969,100.1900024,101.0199966,87.38938141,14632700,96.23133265166666,
10/26/2017,101.3499985,102.4199982,101.3199997,101.7399979,88.01222992,13054400,96.590332541,
10/27/2017,101.4300003,102.2300034,101.0500031,101.7699966,88.03817749,10400400,96.92866566933334,
10/30/2017,101.1299973,101.9300003,100.8700027,101.4100037,87.72676086,8839500,97.21166585366667,
10/31/2017,101.3700027,101.6999969,100.5699997,100.6100006,87.03470612,8690200,97.43399912566666,
11/1/2017,101.0999985,101.6999969,100.7300034,100.9199982,87.3028717,8418200,97.64466578333334,
11/2/2017,100.8700027,101.7699966,100.1600037,101.5899963,87.88246918,8731800,97.86333236733331,
11/3/2017,101.0999985,101.5299988,100.7300034,101.4100037,87.72676086,7103500,98.08266576300001,
11/6/2017,101.3399963,101.6900024,100.6600037,100.7799988,87.18175507,8121500,98.30466563133332,
11/7/2017,100.5599976,100.75,98.25,98.75,85.42568207,18822600,98.47299906633334,
11/8/2017,98.26999664,98.37000275,97.15000153,97.63999939,84.46544647,18524700,98.55499903566667,
11/9/2017,97.12000275,98.22000122,96.80999756,97.62999725,84.45677185,13697800,98.62999903566667,
11/10/2017,97.80999756,98.33999634,97.5,97.51000214,84.35300446,9314000,98.69666570233333,
11/13/2017,96.69000244,98.05000305,96.62000275,97.86000061,84.65575409,9303100,98.73066584466667,
11/14/2017,97.33999634,97.77999878,96.84999847,97.26999664,84.14537811,11043800,98.72799911700001,
11/15/2017,96.38999939,98.73999786,95.94999695,98.19000244,84.9412384,15384100,98.788999178,
11/16/2017,98.52999878,99.05999756,98.30999756,98.47000122,85.18344879,9808000,98.83499934066667,
11/17/2017,97.81999969,98.41000366,97.56999969,98.13999939,84.897995,9017900,98.875666048,
11/20/2017,98.44999695,99.15000153,97.76000214,99.01000214,85.65058136,9483200,98.962332664,
11/21/2017,99.5,99.55000305,98.91000366,98.93000031,85.58139801,13389400,99.022332766,
11/22/2017,99.02999878,99.51999664,98.58999634,98.63999939,85.330513,7342200,99.08233286766668,
11/24/2017,98.83000183,98.90000153,98.26000214,98.31999969,85.05368042,3680000,99.15999959533333,
11/27/2017,98.30999756,99.12999725,97.93000031,97.93000031,84.71631622,13076200,99.22899958533334,
11/28/2017,98.20999908,101.6999969,97.97000122,101.3600006,87.68351746,16773000,99.34633306066667,
11/29/2017,102.4100037,104.2200012,101.9599991,103.7300034,89.73371124,21105500,99.54999974900001,
11/30/2017,104.7399979,106.6600037,104.0400009,104.5199966,90.41712189,23945900,99.76766637366667,
12/1/2017,104.9000015,105.3199997,102.1999969,104.7900009,90.6506958,19683500,99.99033305000002,
12/4/2017,107.7300034,108.4000015,106.7699966,106.9499969,92.51924133,23576600,100.23833287533333,95.29559951789999
12/5/2017,105.5800018,107.4100037,104.1200027,105.7200012,91.45521545,17193900,100.450999704,95.4302995299
12/6/2017,105.5500031,105.7600021,104.5299988,104.9300003,90.77178955,15476200,100.58466644066668,95.565699539
12/7/2017,103.9499969,105.1900024,103.7300034,104.6200027,90.50362396,13371800,100.70466664400001,95.70119956910001
12/8/2017,104.75,105.9400024,104.3399963,105.9300003,91.63686371,13506900,100.84433339066666,95.84849960259999
12/11/2017,105.7200012,106.0599976,105.3099976,105.6200027,91.36871338,10591200,100.97266692733334,95.9926996601
12/12/2017,106.9100037,107.3700027,105.5400009,106.8499985,92.432724,15508800,101.15400008733333,96.15229965120001
12/13/2017,106.6999969,107.1100006,105.4800034,105.5100021,91.27355194,15020300,101.31733347066667,96.2945996844
12/14/2017,106.1200027,106.4499969,104.6399994,104.6600037,90.5382309,13034200,101.44200032066666,96.4131996909
12/15/2017,105.7900009,106.5199966,105.1999969,106.1399994,91.81854248,29350600,101.59366709066667,96.55529968180001
12/18/2017,107.1900024,107.6299973,106.4800034,106.9599991,92.52790833,12713100,101.77866693733333,96.7093996423
12/19/2017,107.3499985,107.4899979,106.4400024,106.5100021,92.1386261,12149900,101.96966704733333,96.86169967549999
12/20/2017,107.5999985,107.7300034,106.0899963,106.1399994,91.81854248,13091500,102.21600036066667,97.005099639
12/21/2017,106.5899963,108.0699997,106.5599976,107.8300018,93.28050995,12323700,102.55566710766666,97.1530996692
12/22/2017,108.1999969,108.4599991,106.8099976,107.4499969,92.95178223,14573400,102.88300042933334,97.29649963209998
12/26/2017,107.1999969,107.9899979,106.4000015,107.0199966,92.57980347,7403700,103.20000024466665,97.44169959809999
12/27/2017,106.6699982,107.2900009,106.6699982,107.2200012,92.75282288,9496500,103.51200026433334,97.5772995735
12/28/2017,107.4000015,107.8399963,107.1600037,107.7900009,93.24589539,7440600,103.862667073,97.71499961609999
12/29/2017,108.0899963,108.2799988,106.9400024,106.9400024,92.51060486,8925700,104.15433373833334,97.847599637
1/2/2018,107.6299973,108.0199966,106.8099976,107.9499969,93.38432312,13578800,104.47033359433334,97.9917996182
1/3/2018,107.8600006,108.4899979,107.4800034,108.0599976,93.4794693,11901000,104.80100020133334,98.15049956979999
1/4/2018,108.3600006,110.0299988,108.1999969,109.0400009,94.81863403,12953700,105.13533349333333,98.3266995971
1/5/2018,109.2600021,109.5500031,107.7799988,108.3399963,94.20992279,14155000,105.44900002633334,98.4851995815
1/8/2018,108.1500015,108.6800003,107.6999969,108.5,94.34905243,12466500,105.77766671333333,98.6428995479
1/9/2018,108.7200012,109.6299973,108.4899979,109.0500031,94.82731628,13292300,106.13533349366666,98.8124996155
1/10/2018,109.4700012,110.6999969,109.3899994,110.25,95.87078857,15834500,106.54600015,99.00849960020001
1/11/2018,110.6699982,110.9300003,110.0500031,110.8399963,96.3838501,13676800,106.86200000666666,99.2094995846
1/12/2018,111.6500015,112.8499985,110.8399963,112.6699982,97.97517395,18884200,107.15999983333333,99.4298995941
1/16/2018,111.5100021,113.4300003,111.0699997,112.2699966,97.62735748,22703300,107.41833316666666,99.63699958449999
1/17/2018,111.8899994,113.3000031,111.3099976,112.9899979,98.25343323,14940300,107.6916664,99.85019958179998
1/18/2018,112.7600021,113.7200012,112.2699966,113.2600021,98.48822784,14572900,107.90199990666666,100.06759963639999
1/19/2018,113.9400024,114.3399963,112.8000031,113.0100021,98.27082062,18785500,108.14499993666666,100.27879966350001
1/22/2018,112.6600037,114.3899994,112.5,114.3300018,99.41869354,12475700,108.45833332,100.50609969679999
1/23/2018,113.6699982,114.6399994,113.3499985,114.2099991,99.31433105,12320800,108.77799986666666,100.73719970309999
1/24/2018,114.8600006,116.0,114.6600037,115.6699982,100.5839081,15904500,109.10266646333334,100.9807997095
1/25/2018,116.0400009,116.1699982,115.0800018,115.6999969,100.6100006,13510000,109.43866627000001,101.2288996846
1/26/2018,115.6999969,116.3199997,114.9599991,116.3199997,101.1491394,13883900,109.75433297666667,101.4750997121
1/29/2018,116.0199966,117.3499985,116.0199966,116.1999969,101.0447845,11679900,110.11066613666667,101.7419996597
1/30/2018,115.5299988,116.5999985,114.9800034,115.1100006,100.0969543,14279100,110.45899936666666,101.99199965960001
1/31/2018,115.6500015,116.6600037,115.1600037,115.6699982,100.5839081,13141400,110.77666599333334,102.26339965380001
2/1/2018,115.7699966,116.9899979,115.4800034,116.8700027,101.6274185,13800600,111.10699944666666,102.5478996991
2/2/2018,116.4899979,116.9199982,114.0899963,114.2799988,99.37522888,16477300,111.36599933666666,102.7927996779
2/5/2018,113.0,114.5899963,103.9800034,108.8000031,94.60993195,30097600,111.45466612666668,102.971899715
2/6/2018,106.8499985,112.4800034,106.6100006,112.1100006,97.48822021,33114800,111.59733275333333,103.1814997057
2/7/2018,111.5500031,114.4499969,111.1500015,112.8700027,98.149086,21878300,111.77799961333334,103.40049972050001
2/8/2018,113.1100006,113.1100006,107.8399963,107.8799973,93.80990601,27425800,111.80666630333333,103.56309966600001
2/9/2018,109.0999985,111.0500031,106.2300034,110.0400009,95.68820953,28188000,111.90066629333333,103.7342996933
2/12/2018,111.1699982,112.7300034,110.0699997,111.7399979,97.16648865,18043300,112.03233286,103.9122996479
2/13/2018,111.3199997,113.0500031,110.8000031,112.4300003,97.76649475,16358200,112.21533279,104.09059966619999
2/14/2018,112.6299973,115.2699966,112.5299988,115.0299988,100.0273972,15186900,112.45133285333333,104.2905996664
2/15/2018,115.7399979,115.9899979,114.2200012,115.5100021,100.4447861,12130200,112.69966633666667,104.49739966910002
2/16/2018,114.5500031,116.0699997,114.5,114.6800003,99.72305298,13214300,112.88766631666667,104.7029996446
2/20/2018,114.6500015,115.3899994,113.9700012,114.7099991,99.74913025,13461500,113.09999974333333,104.91309966609998
2/21/2018,115.0,117.4499969,114.6699982,115.1900024,100.1665192,14212500,113.32299982333332,105.11319968699999
2/22/2018,115.5,116.4300003,114.7600021,114.9800034,99.98390961,17070400,113.5206665,105.30919974849999
2/23/2018,115.3099976,117.3899994,115.3099976,117.3099976,102.010025,12162500,113.75599975333334,105.5271997031
2/26/2018,118.1399994,118.9000015,117.3199997,118.7699966,103.2795868,16511200,114.02033309666668,105.74649970569999
2/27/2018,118.9100037,119.3300018,117.3499985,117.3600006,102.0535126,17563300,114.17666650999999,105.946599727
2/28/2018,117.8199997,118.4899979,115.3399963,115.5,100.4360886,17735600,114.28433328999999,106.13799972090001
3/1/2018,115.4800034,116.6399994,112.6500015,113.4300003,98.63606262,18690000,114.29900003666667,106.30139976049999
3/2/2018,112.3899994,113.5599976,111.1200027,113.3199997,98.5404129,18353700,114.30099995666666,106.46539977580001
3/5/2018,112.0500031,115.9300003,111.8899994,115.0599976,100.0534744,13933000,114.36933314000001,106.6518997152
3/6/2018,115.6399994,115.8199997,114.3199997,115.1600037,100.1404343,10674400,114.39699987,106.83219977969999
3/7/2018,113.75,115.0999985,113.1100006,114.7300034,99.76651764,13006500,114.41433334666667,107.01109985030001
3/8/2018,115.1100006,115.2300034,113.2099991,114.7399979,99.77523041,11173700,114.38333333666668,107.19859985069999
3/9/2018,116.5500031,118.0800018,115.6699982,118.0400009,102.6447906,15366600,114.46133347,107.42039985359999
3/12/2018,118.0,118.75,117.25,117.6600037,102.3143768,12339300,114.50600027,107.61859992720001
3/13/2018,118.1999969,118.4700012,115.8300018,116.25,101.0882721,13312300,114.50766703999999,107.80489989970002
3/14/2018,116.5599976,116.5899963,114.5999985,114.9499969,99.95782471,12905100,114.50233358333334,107.97449989009999
3/15/2018,115.8700027,116.0,114.8300018,115.2399979,100.2099915,8748000,114.48800024,108.145799863
3/16/2018,115.3399963,116.5999985,115.3399963,115.4400024,100.3839188,19888900,114.44033356333334,108.3050998656
3/19/2018,115.0999985,115.4499969,113.3000031,114.5299988,99.59259796,13214900,114.44866689666667,108.45699989020001
3/20/2018,114.8700027,115.4499969,114.4499969,114.6399994,99.68825531,9921200,114.64333344,108.5941999022
3/21/2018,114.8099976,116.6299973,114.2099991,114.7399979,99.77523041,13633000,114.73100001666667,108.7313999152
3/22/2018,113.1999969,113.5999985,109.5400009,109.9499969,95.60993958,22550400,114.63366649000001,108.8134999052
3/23/2018,110.2699966,110.9199982,106.7600021,107.0100021,93.05337524,23081500,114.60466665,108.86589996020001
3/26/2018,109.1900024,111.1600037,108.6500015,110.3099976,95.92297363,20217500,114.61366654,108.95489989919999
3/27/2018,111.0699997,111.6900024,107.3000031,108.1699982,94.06208801,18039900,114.49466654999999,109.03049987520001
3/28/2018,108.2799988,109.1699982,106.6500015,108.0,93.91426849,19189300,114.34699987333333,109.10129989320001
3/29/2018,108.5,110.7799988,107.7799988,109.9700012,95.62734985,13274600,114.17833328666667,109.1850999422
4/2/2018,109.9599991,110.7300034,106.0800018,107.8499985,93.78382111,18822500,113.92299983333334,109.2494998902
4/3/2018,108.3600006,109.5,107.2600021,109.3300018,95.07079315,14050700,113.74466654999999,109.3349999202
4/4/2018,107.0999985,111.2099991,107.0199966,110.9899979,96.51429749,15302600,113.62066651,109.45739989920001
4/5/2018,111.6299973,112.8300018,111.3899994,111.8799973,97.78157806,16627000,113.51033300666668,109.5997998783
4/6/2018,110.5500031,111.5500031,107.8199997,109.0899963,95.34314728,18906000,113.31399943666666,109.71439986880002
4/9/2018,110.0100021,112.9800034,109.8899994,110.4000015,96.48806763,15974300,113.08366623333333,109.8432998624
4/10/2018,112.1299973,112.8700027,111.4199982,112.5100021,98.33217621,13951400,112.87499974999999,109.98979987730002
4/11/2018,111.6600037,111.8099976,110.5199966,110.6200027,96.68034363,14503300,112.65033315333334,110.12329993789999
4/12/2018,111.5599976,114.3899994,111.5,113.3700027,99.08381653,16435500,112.57933324333334,110.27509994049998
4/13/2018,115.0199966,115.1500015,109.0500031,110.3000031,96.40068054,39152800,112.47500000333334,110.3933999593
4/16/2018,110.9400024,111.4700012,109.7900009,110.2099991,96.32200623,16580500,112.37133331666668,110.5140999564
4/17/2018,111.3700027,111.9199982,109.9899979,110.2099991,96.32200623,15501400,112.2096667,110.626099926
4/18/2018,110.5299988,111.0699997,108.8899994,109.3199997,95.54416656,16081400,112.0149999,110.7299999199
4/19/2018,109.5299988,111.8700027,109.5,111.7200012,97.64173889,17911000,111.91466649333333,110.860799938
4/20/2018,112.3000031,112.7399979,110.8799973,111.4700012,97.42324066,15584400,111.80566660333332,110.99229995309999
4/23/2018,111.5699997,111.9499969,110.6299973,110.9300003,96.95130157,11285800,111.56866658333334,111.122299953
4/24/2018,111.75,112.9000015,109.5899963,110.4100037,96.49681854,16453100,111.32699991666667,111.21279998400001
4/25/2018,110.2699966,110.5299988,108.5999985,109.9899979,96.12974548,13548200,111.11833318000001,111.275399929
4/26/2018,109.9700012,110.8199997,109.3399963,110.0999985,96.22589111,10299500,110.95666656666667,111.33119994799999
4/27/2018,109.5500031,110.1600037,109.1299973,109.4000015,95.6140976,9384000,110.76200002,111.377299954
4/30/2018,109.75,110.3000031,108.75,108.7799988,95.07221222,13744900,110.53999989999998,111.395599973
5/1/2018,108.4499969,108.9700012,107.5400009,108.7799988,95.07221222,10503400,110.34833323333334,111.42619994900001
5/2/2018,108.1100006,109.4899979,107.7300034,107.9199982,94.32058716,12162100,110.12433319333333,111.456099928
5/3/2018,107.5899963,107.7699966,105.1800003,107.2399979,93.72626495,15379100,109.87433319333334,111.48229987999999
5/4/2018,106.4300003,108.7399979,105.9800034,108.4300003,94.76631165,11967900,109.82366664,111.50729988
5/7/2018,108.7600021,109.6800003,108.3600006,109.3700027,95.58787537,9356700,109.90233332666666,111.54479987999999
5/8/2018,109.5299988,111.3399963,109.2799988,110.9899979,97.00371552,12543200,109.92500000333334,111.58619987399999
5/9/2018,111.4400024,113.6399994,111.0299988,113.4100037,99.11877441,11368100,110.09966685333333,111.66519989
5/10/2018,113.1900024,114.4400024,112.75,114.2900009,99.88789368,9159700,110.30933355,111.761499862
5/11/2018,114.4899979,114.7300034,113.6699982,113.8600006,99.51207733,10253000,110.43900019666667,111.838699874
5/14/2018,114.1100006,114.6999969,113.7399979,113.9000015,99.54704285,8710700,110.64066696333333,111.908099898
5/15/2018,113.9100037,113.9100037,112.5699997,113.0299988,98.7866745,11536200,110.76400019666667,111.973299865
5/16/2018,112.8899994,113.6900024,112.6299973,113.3399963,99.05760193,7571100,110.84233347666667,112.04529983399999
5/17/2018,113.1999969,113.4100037,112.1999969,112.9599991,98.72548676,8617200,110.87833353666666,112.096599807
5/18/2018,112.75,112.8000031,110.8399963,111.1299973,97.12608337,11806300,110.94633357000001,112.133399811
5/21/2018,112.0500031,112.5400009,111.9199982,112.1500015,98.01755524,9441900,111.00466690333333,112.18469986
5/22/2018,112.3499985,114.2900009,112.2900009,113.0100021,98.76915741,11507600,111.02133357000001,112.24259986899999
5/23/2018,112.5100021,112.7699966,111.1200027,112.4899979,98.31469727,11453900,111.08366674333334,112.289599839
5/24/2018,112.1399994,112.1500015,110.1200027,111.2300034,97.21347809,14084800,111.01233343333334,112.332499849
5/25/2018,110.4599991,111.0800018,110.1999969,110.6600037,96.71531677,8283500,111.02433345333334,112.359599917
5/29/2018,109.1800003,109.1999969,104.9599991,105.9300003,92.58136749,30643800,110.88166682666666,112.33829994400001
5/30/2018,107.6399994,108.5999985,106.6500015,108.3499985,94.69639587,17490800,110.81966680666666,112.33139992000001
5/31/2018,107.9499969,108.1900024,106.4199982,107.0100021,93.5252533,19808200,110.74266688666667,112.318099978
6/1/2018,108.3399963,108.9400024,107.8000031,108.4000015,94.74010468,13594200,110.63200022999999,112.31709999300001
6/4/2018,108.9899979,109.2600021,108.2699966,108.4499969,94.78379822,9415400,110.53133342000001,112.31109993099999
6/5/2018,108.2399979,108.3099976,107.0699997,107.8399963,94.25066376,10415200,110.42833328666666,112.286999894
6/6/2018,108.6600037,110.7399979,108.4800034,110.3600006,96.453125,15453600,110.42666651666667,112.282199937
6/7/2018,111.1800003,111.5,110.0299988,110.8000031,96.83766937,13444400,110.45366669,112.263499986
6/8/2018,110.6200027,111.1399994,110.0599976,111.1100006,97.10861969,10383200,110.48733342666667,112.251900026
6/11/2018,111.1200027,111.9100037,110.7699966,110.8300018,96.86388397,12642900,110.53500010333332,112.23030006500001
6/12/2018,111.1399994,111.5299988,109.5199966,110.1900024,96.30453491,15294100,110.58200022333334,112.19960006800002
6/13/2018,110.4599991,111.4499969,109.5800018,109.9700012,96.11227417,14979700,110.62166696999999,112.16920005899999
6/14/2018,110.2799988,110.3600006,107.7799988,108.0299988,94.41674805,20487300,110.62533365666667,112.10620002900001
6/15/2018,107.8000031,108.3799973,106.2699966,107.9000015,94.30312347,26028600,110.64733377666667,112.043100053
6/18/2018,107.2600021,108.4000015,106.6900024,108.1800003,94.54784393,9786800,110.63900044333333,111.968200074
6/19/2018,106.9000015,107.8799973,106.5999985,107.5500031,93.99720764,12707200,110.57833379,111.886700136
6/20/2018,108.1800003,108.6399994,107.4400024,107.5400009,93.98847961,8876900,110.46333389,111.79890014799999
6/21/2018,107.0999985,108.2099991,106.5299988,107.5100021,93.96225739,11048700,110.26666716999999,111.7120002
6/22/2018,108.1600037,108.3700027,105.5100021,105.75,92.42402649,19478900,109.98200047333333,111.61840019399999
6/25/2018,105.6600037,105.6999969,103.9599991,104.7900009,91.58500671,16907600,109.67966714999999,111.509600221
6/26/2018,104.7099991,105.2099991,103.1100006,104.8600006,91.6461792,17086800,109.37833378666667,111.3895002
6/27/2018,104.6800003,105.9199982,103.2300034,103.2399979,90.23033905,16276800,109.05200042333334,111.279100191
6/28/2018,103.6800003,105.4599991,103.5100021,104.9300003,91.70736694,14491300,108.77166722333332,111.24040016300002
6/29/2018,106.6800003,106.9000015,104.1500015,104.1999969,91.06936646,18972400,108.47966715,111.16130012599999
7/2/2018,103.7200012,105.0899963,103.3799973,105.0800018,91.83847809,11130000,108.27800063333332,111.083400117
7/3/2018,105.4100037,105.7799988,103.5199966,103.6100006,90.55371857,8311700,107.99333393666667,111.04070014999999
7/5/2018,104.1299973,104.3799973,103.5299988,103.7200012,91.14247894,10723400,107.68366723999999,110.977500153
7/6/2018,103.1200027,104.5,102.1999969,104.0599976,91.4412384,12173700,107.40266723,110.90070015
7/9/2018,104.7099991,107.4599991,104.7099991,107.2799988,94.27077484,13900800,107.27100041,110.84920013499999
7/10/2018,108.0199966,108.4000015,106.5299988,106.6200027,93.69081116,14575900,107.13633370999999,110.76510017400001
7/11/2018,106.3099976,107.0599976,106.2099991,106.3899994,93.48867798,10186500,107.15166701333334,110.67390014699998
7/12/2018,107.4199982,107.5599976,105.9700012,106.8499985,93.89289856,12456800,107.10166701333334,110.59560012899999
7/13/2018,107.3000031,107.8000031,105.1399994,106.3600006,93.46232605,21289100,107.08000029666667,110.51210014400002
7/16/2018,107.0500031,110.7699966,106.9800034,110.5800018,97.17058563,24662600,107.15266697333335,110.466000138
7/17/2018,110.6900024,110.9300003,109.75,110.5,97.10029602,14821900,107.22100041,110.421200104
7/18/2018,110.4199982,112.1200027,110.1999969,111.5299988,98.00538635,14244900,107.34400049333334,110.36340011600001
7/19/2018,111.0599976,111.0899963,109.7300034,109.8899994,96.56425476,16775300,107.32833378666668,110.27460014400002
7/20/2018,110.0,111.7399979,109.7799988,111.2799988,97.78570557,13578100,107.34433364333333,110.21380012599998
7/23/2018,111.0599976,114.2399979,110.9300003,113.3499985,99.60468292,18140000,107.41900024000002,110.19230011099998
7/24/2018,113.5500031,114.7799988,113.4199982,114.1500015,100.3076706,14000400,107.52966689666667,110.19950012299999
7/25/2018,113.8799973,115.5199966,113.3799973,115.1800003,101.2127686,13329100,107.69600016000001,110.21810012899999
7/26/2018,115.4199982,115.5899963,114.5800018,114.8499985,100.9227982,11897800,107.85866673666666,110.216000138
7/27/2018,115.1800003,116.3000031,114.8099976,116.0299988,101.9596939,12802700,108.12533340333334,110.22470008900001
7/30/2018,116.2799988,117.6100006,116.0599976,116.7300034,102.5748062,13411600,108.4196668,110.24470008899999
7/31/2018,117.0800018,117.0800018,114.8199997,114.9499969,101.0106659,15843800,108.64533335333334,110.24680007900001
8/1/2018,115.75,116.6900024,115.2799988,115.6600037,101.6345673,13531600,108.91566670666666,110.223000107
