Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-11-30 00:00:00-05:00,45.13030542627624,45.21694320062883,44.255252007245765,44.705772399902344,43203600,0.41,0.0
2020-12-01 00:00:00-05:00,45.1736281381332,45.33824455036752,44.87039259720607,45.08699035644531,18968800,0.0,0.0
2020-12-02 00:00:00-05:00,44.96568369528058,45.164953182028114,44.74042023720521,45.14762496948242,14913100,0.0,0.0
2020-12-03 00:00:00-05:00,44.96568589322627,45.866729854515434,44.96568589322627,45.72810745239258,17318900,0.0,0.0
2020-12-04 00:00:00-05:00,45.72810209776161,46.67246813445932,45.710773886397995,46.6551399230957,18122400,0.0,0.0
2020-12-07 00:00:00-05:00,46.577175178939456,46.594503394229676,45.65880290369156,45.910057067871094,16210900,0.0,0.0
2020-12-08 00:00:00-05:00,45.86672601658826,46.33457782398713,45.73676938454535,46.07466125488281,12485800,0.0,0.0
2020-12-09 00:00:00-05:00,46.23928493224696,46.43855445783427,45.91872120021688,46.20463180541992,11508400,0.0,0.0
2020-12-10 00:00:00-05:00,46.265271087982086,46.36057130192101,45.9013852251456,45.962032318115234,12097300,0.0,0.0
2020-12-11 00:00:00-05:00,45.74543622445278,46.38656690773753,45.72810801084846,46.22195053100586,10638100,0.0,0.0
2020-12-14 00:00:00-05:00,46.4818745889861,46.646487675427615,46.07466979539714,46.152645111083984,22292000,0.0,0.0
2020-12-15 00:00:00-05:00,46.60316168153295,46.97570998798652,46.43854531518176,46.646480560302734,16193700,0.0,0.0
2020-12-16 00:00:00-05:00,46.43855170713585,46.611830551084225,45.86673383561955,45.970703125,15679600,0.0,0.0
2020-12-17 00:00:00-05:00,46.17863578130656,46.53385592943126,46.04867912517456,46.152645111083984,12677300,0.0,0.0
2020-12-18 00:00:00-05:00,45.9880309191161,46.64648655407233,45.5894885901757,46.55984878540039,35480100,0.0,0.0
2020-12-21 00:00:00-05:00,45.64147287186369,45.91871769543461,45.03499858092019,45.75410461425781,14926600,0.0,0.0
2020-12-22 00:00:00-05:00,45.75411092178981,46.07467467354463,45.39022497505182,45.71078872680664,9689500,0.0,0.0
2020-12-23 00:00:00-05:00,45.875409156279844,46.2566200483976,45.86674339451595,45.988040924072266,7040300,0.0,0.0
2020-12-24 00:00:00-05:00,45.93604039524595,46.39522645946726,45.93604039524595,46.299922943115234,3265500,0.0,0.0
2020-12-28 00:00:00-05:00,46.655139000181045,47.16630965773166,46.551173039074335,46.92372131347656,9020500,0.0,0.0
2020-12-29 00:00:00-05:00,47.174984228489144,47.209640657004975,46.80243588449133,46.89773941040039,8320600,0.0,0.0
2020-12-30 00:00:00-05:00,46.828425081224296,47.33093336384966,46.81109686751113,47.166316986083984,8142700,0.0,0.0
2020-12-31 00:00:00-05:00,47.17498269874631,47.59084991239413,47.01903208050103,47.512874603271484,8495000,0.0,0.0
2021-01-04 00:00:00-05:00,47.01904101683916,47.33094231260902,45.078323679281965,45.71078872680664,25611100,0.0,0.0
2021-01-05 00:00:00-05:00,45.33823479088484,45.58948562570342,45.07831489173235,45.208274841308594,20323800,0.0,0.0
2021-01-06 00:00:00-05:00,45.02634444982503,45.06966334182498,43.48416611547405,43.770076751708984,38724500,0.0,0.0
2021-01-07 00:00:00-05:00,43.39751331604212,43.54479815888566,42.903670847067886,43.284881591796875,53225700,0.0,0.0
2021-01-08 00:00:00-05:00,43.345532192692204,44.29856408926187,43.18091912470249,44.255245208740234,29674000,0.0,0.0
2021-01-11 00:00:00-05:00,43.85669945877739,44.06463469592119,43.27621923449083,43.49281692504883,19304400,0.0,0.0
2021-01-12 00:00:00-05:00,43.35420503868629,43.6401123408798,43.11161331907624,43.414852142333984,18538700,0.0,0.0
2021-01-13 00:00:00-05:00,43.30221740116598,43.631446873253026,43.27622673140247,43.458168029785156,18864100,0.0,0.0
2021-01-14 00:00:00-05:00,43.458171551494104,43.47549976774702,42.64376521772304,42.652427673339844,34303600,0.0,0.0
2021-01-15 00:00:00-05:00,42.59177632372308,42.60910453824884,42.045949133728016,42.1932373046875,24366800,0.0,0.0
2021-01-19 00:00:00-05:00,42.227886826129314,42.4878033914608,41.794691448904025,42.02861404418945,29114500,0.0,0.0
2021-01-20 00:00:00-05:00,42.05461674769779,42.29720515171627,41.85534722939416,42.17591094970703,23115800,0.0,0.0
2021-01-21 00:00:00-05:00,42.26254384028909,42.53112618873355,41.98529903770973,42.40983200073242,19702500,0.0,0.0
2021-01-22 00:00:00-05:00,42.28853629654545,42.401164721354824,42.01129150390625,42.01129150390625,15400300,0.0,0.0
2021-01-25 00:00:00-05:00,41.95064907677566,42.3145350018817,41.79470174318079,42.262550354003906,16604200,0.0,0.0
2021-01-26 00:00:00-05:00,42.37518485313868,42.799717909122265,42.11526820693337,42.70441436767578,12922600,0.0,0.0
2021-01-27 00:00:00-05:00,42.357849271791984,42.7303976117561,41.78603142754781,42.04594802856445,21242400,0.0,0.0
2021-01-28 00:00:00-05:00,42.18457229290221,42.886350121053574,42.115262738589195,42.58311462402344,17498900,0.0,0.0
2021-01-29 00:00:00-05:00,42.47914214636248,42.557117454748365,41.68206415399012,41.71672058105469,18670300,0.0,0.0
2021-02-01 00:00:00-05:00,41.820687039755974,42.18456961307606,41.74271173047041,42.002628326416016,12183600,0.0,0.0
2021-02-02 00:00:00-05:00,42.27987277456907,42.75638708056459,42.132587916632865,42.418495178222656,13319800,0.0,0.0
2021-02-03 00:00:00-05:00,42.40983015490987,42.53112433763185,42.167238484447296,42.25387954711914,12274100,0.0,0.0
2021-02-04 00:00:00-05:00,42.41849599808311,42.513799522128,42.1499169448863,42.461814880371094,20597400,0.0,0.0
2021-02-05 00:00:00-05:00,42.88634787886704,43.12893626380813,42.68707837623416,43.01630783081055,12742000,0.0,0.0
2021-02-08 00:00:00-05:00,43.28488912618244,43.46683042431236,42.87768764537057,43.2502326965332,17833200,0.0,0.0
2021-02-09 00:00:00-05:00,43.18958418235795,43.33687235103283,42.99898043556901,43.059627532958984,14592900,0.0,0.0
2021-02-10 00:00:00-05:00,43.674769837701575,43.82205802516471,42.91234483823319,42.972991943359375,22965400,0.0,0.0
2021-02-11 00:00:00-05:00,43.15493424566082,43.830718126492066,43.14626848538294,43.579463958740234,21928600,0.0,0.0
2021-02-12 00:00:00-05:00,43.81338098732046,44.05596934538553,43.65743038427334,43.9173469543457,13137100,0.0,0.0
2021-02-16 00:00:00-05:00,43.85670226102419,43.943343325794444,43.45816327813706,43.553466796875,15093400,0.0,0.0
2021-02-17 00:00:00-05:00,43.31954675035817,43.7440797627201,43.224243218704316,43.43217849731445,12794300,0.0,0.0
2021-02-18 00:00:00-05:00,43.45816110258602,44.055969546989935,43.34552937653246,43.98666000366211,12747100,0.0,0.0
2021-02-19 00:00:00-05:00,44.003998267785235,44.03865469987514,43.29355793503859,43.414852142333984,15968800,0.0,0.0
2021-02-22 00:00:00-05:00,43.189595829996264,44.08198092729067,43.03364516464461,43.86538314819336,14370900,0.0,0.0
2021-02-23 00:00:00-05:00,44.18594603358292,44.62780403971006,43.683437609928774,43.78740692138672,16222300,0.0,0.0
2021-02-24 00:00:00-05:00,43.65742853896507,44.0992896639282,43.432168402428566,43.93467330932617,14442000,0.0,0.0
2021-02-25 00:00:00-05:00,43.72675112930752,43.969339531183806,43.30221812100493,43.46683120727539,14211100,0.0,0.0
2021-02-26 00:00:00-05:00,43.49282455304609,43.50148700797955,42.42716412520193,42.44449234008789,23638400,0.0,0.0
2021-03-01 00:00:00-05:00,42.83436402394695,43.70075490610216,42.79971090047513,43.232906341552734,13901200,0.0,0.0
2021-03-02 00:00:00-05:00,43.180924957992445,43.804727497833134,43.0596307541388,43.406185150146484,11755100,0.0,0.0
2021-03-03 00:00:00-05:00,43.076955402670684,43.804723870548315,43.06828964310204,43.302215576171875,15410700,0.0,0.0
2021-03-04 00:00:00-05:00,43.58812605446105,44.26390987847755,42.99031423627516,43.26755905151367,22036400,0.0,0.0
2021-03-05 00:00:00-05:00,43.362859517688435,44.14261257118087,43.23290287878547,44.003990173339844,21310800,0.0,0.0
2021-03-08 00:00:00-05:00,44.59314404685143,45.476863228163865,44.324561657769856,44.74042892456055,25084900,0.0,0.0
2021-03-09 00:00:00-05:00,44.80973284073914,44.94835523532303,44.02997980556813,44.06463623046875,23082700,0.0,0.0
2021-03-10 00:00:00-05:00,44.341878532692014,44.73175502841103,43.94333958374298,44.567138671875,21331600,0.0,0.0
2021-03-11 00:00:00-05:00,44.54115633733598,44.55848455205518,44.02132311583606,44.08197021484375,17417700,0.0,0.0
2021-03-12 00:00:00-05:00,44.195534118193216,44.2741584471583,43.85482980352046,43.994606018066406,17598600,0.42,0.0
2021-03-15 00:00:00-04:00,44.116906046463505,44.65853841531238,44.09069904987442,44.57991409301758,13411900,0.0,0.0
2021-03-16 00:00:00-04:00,44.72843057230144,45.007982992610444,44.58865436214693,44.74590301513672,14214200,0.0,0.0
2021-03-17 00:00:00-04:00,44.77211269898831,45.095344579512215,44.68475381209901,44.76337814331055,17502700,0.0,0.0
2021-03-18 00:00:00-04:00,44.606125126303,44.71969100166686,44.108172188084254,44.17805862426758,18007300,0.0,0.0
2021-03-19 00:00:00-04:00,44.08196687069114,44.62360264220222,43.82862142909996,44.38772964477539,67845700,0.0,0.0
2021-03-22 00:00:00-04:00,43.95966119173111,44.623600711132966,43.95966119173111,44.5537109375,17911400,0.0,0.0
2021-03-23 00:00:00-04:00,44.54498171139132,45.1215590827333,44.40520547993049,44.8944206237793,16936700,0.0,0.0
2021-03-24 00:00:00-04:00,44.70223276895723,45.331227557183304,44.684763653754196,45.00799560546875,14997400,0.0,0.0
2021-03-25 00:00:00-04:00,45.1652412215918,45.479738594251494,44.70222971960795,45.444793701171875,17091900,0.0,0.0
2021-03-26 00:00:00-04:00,45.549610397888124,46.39700545361716,45.217640685459116,46.335853576660156,17126700,0.0,0.0
2021-03-29 00:00:00-04:00,46.065046330670754,47.12210425538505,46.04757388573397,47.043479919433594,17514100,0.0,0.0
2021-03-30 00:00:00-04:00,46.956124935889406,46.99106982867176,46.23977129649299,46.43196487426758,14871800,0.0,0.0
2021-03-31 00:00:00-04:00,46.32712553869856,46.44942931861334,45.864117419727435,46.04757308959961,15826500,0.0,0.0
2021-04-01 00:00:00-04:00,46.26597400139638,46.43196056042713,45.82917287978381,45.87285232543945,15834700,0.0,0.0
2021-04-05 00:00:00-04:00,45.73307770764403,46.49311408539041,45.6806637040258,46.13493728637695,16368700,0.0,0.0
2021-04-06 00:00:00-04:00,46.33586154119195,46.86875941701039,46.213557766255505,46.46689987182617,15614300,0.0,0.0
2021-04-07 00:00:00-04:00,46.54552459716797,46.73771814942502,46.405748377125015,46.54552459716797,10062700,0.0,0.0
2021-04-08 00:00:00-04:00,46.44942972035869,46.63288872434568,46.274711937556745,46.4057502746582,9695600,0.0,0.0
2021-04-09 00:00:00-04:00,46.44942251308947,46.54551927823666,46.1349285533272,46.458160400390625,10828200,0.0,0.0
2021-04-12 00:00:00-04:00,46.58920889691861,46.781399122931674,46.388277449792135,46.6066780090332,8565300,0.0,0.0
2021-04-13 00:00:00-04:00,46.33586004760931,46.55426059082105,46.13493194775785,46.379539489746094,11071700,0.0,0.0
2021-04-14 00:00:00-04:00,46.28344923330212,46.466904915620155,45.99516220859211,46.370811462402344,9787600,0.0,0.0
2021-04-15 00:00:00-04:00,46.41448558991383,46.87749368721857,46.40574770174134,46.58920669555664,13078100,0.0,0.0
2021-04-16 00:00:00-04:00,46.94738727589448,46.999801279075236,46.63288992669724,46.89496994018555,17974100,0.0,0.0
2021-04-19 00:00:00-04:00,47.17451858520508,47.48901590897758,46.56299638148388,47.17451858520508,19352900,0.0,0.0
2021-04-20 00:00:00-04:00,47.034737786061534,47.68993936926306,47.0085307891423,47.32302474975586,14419200,0.0,0.0
2021-04-21 00:00:00-04:00,47.38418844333704,47.8209895769748,47.38418844333704,47.707420349121094,13866500,0.0,0.0
2021-04-22 00:00:00-04:00,47.58511688949199,47.93455579926887,47.454075215495536,47.55890655517578,12558900,0.0,0.0
2021-04-23 00:00:00-04:00,47.523954017599735,47.68993721145736,47.32302260855178,47.585105895996094,9020500,0.0,0.0
2021-04-26 00:00:00-04:00,47.58511767948677,47.62005923827481,46.80761217660466,46.877498626708984,11684600,0.0,0.0
2021-04-27 00:00:00-04:00,46.79013330015145,46.9124370704209,46.58046731359826,46.8076057434082,9852400,0.0,0.0
2021-04-28 00:00:00-04:00,47.1570495628074,47.21820145436354,46.68530354292166,46.81634521484375,10868100,0.0,0.0
2021-04-29 00:00:00-04:00,46.77266198008643,47.48901550817657,46.67656520613056,47.40165328979492,15391000,0.0,0.0
2021-04-30 00:00:00-04:00,47.39291643643388,47.41038887926308,46.90369803479942,47.15704345703125,14912600,0.0,0.0
2021-05-03 00:00:00-04:00,47.41039351328243,47.87340162966488,47.31429673459293,47.593849182128906,10417900,0.0,0.0
2021-05-04 00:00:00-04:00,47.672470799052554,47.71615024164141,47.12210049135501,47.29682159423828,14151000,0.0,0.0
2021-05-05 00:00:00-04:00,47.29682235944374,47.38418457856271,46.92117314855191,47.17451858520508,9665900,0.0,0.0
2021-05-06 00:00:00-04:00,47.27934847846783,47.70741500781909,47.21819659320734,47.646263122558594,11572700,0.0,0.0
2021-05-07 00:00:00-04:00,47.55890045296862,47.84719076575947,47.314292914257194,47.620052337646484,10637500,0.0,0.0
2021-05-10 00:00:00-04:00,47.943290680520136,48.4849231228386,47.899611236104256,47.96949768066406,15545800,0.0,0.0
2021-05-11 00:00:00-04:00,48.074327804599385,48.17042457941408,47.218198051975236,47.454071044921875,12986700,0.0,0.0
2021-05-12 00:00:00-04:00,47.48901747218246,47.663738583643834,47.069688804191976,47.20946502685547,15836500,0.0,0.0
2021-05-13 00:00:00-04:00,47.14830970334984,47.85592532105869,47.02600593399412,47.620052337646484,15475800,0.0,0.0
2021-05-14 00:00:00-04:00,47.96075851104396,48.135476271899904,47.77729953010095,47.8122444152832,11725300,0.0,0.0
2021-05-17 00:00:00-04:00,47.908344610521425,48.06559327256311,47.61131973027912,47.73362350463867,12119800,0.0,0.0
2021-05-18 00:00:00-04:00,47.515217982468386,47.663732073309994,47.26187257207995,47.47153854370117,13232500,0.0,0.0
2021-05-19 00:00:00-04:00,47.27934531071461,47.33176263708066,46.833809700449706,47.32302474975586,15126100,0.0,0.0
2021-05-20 00:00:00-04:00,47.27935153025117,47.873401310435895,47.27935153025117,47.74236297607422,10948400,0.0,0.0
2021-05-21 00:00:00-04:00,47.87340085692891,48.152953299952564,47.366713303646534,47.71615219116211,16033200,0.0,0.0
2021-05-24 00:00:00-04:00,47.72487945344501,47.986959393860694,47.60257570341951,47.873390197753906,10326100,0.0,0.0
2021-05-25 00:00:00-04:00,47.8908768018388,47.8908768018388,47.480282663153815,47.86466979980469,11916500,0.0,0.0
2021-05-26 00:00:00-04:00,48.03065374270681,48.091805636708095,47.68994938112018,48.07433319091797,16064300,0.0,0.0
2021-05-27 00:00:00-04:00,48.2315777719209,48.546075104361414,47.8559285506756,48.47618865966797,59109600,0.0,0.0
2021-05-28 00:00:00-04:00,48.35388189627176,48.66837923096751,48.222843561833876,48.30146789550781,17011600,0.0,0.0
